fixation_duration,pupil_x,pupil_y,dispersion_x,dispersion_y,eeg_mean,eeg_std,eeg_min,eeg_max,eeg_median,eeg_var,eeg_count
299.0,98.7,85.7,1.0,2.0,-0.3271156774193549,1.1788082167916578,-1.935603,1.689968,-0.994408,1.3895888119755282,310.0
599.0,100.3,90.9,6.0,14.0,-0.29875728064516127,1.20224797407303,-1.918212,1.761667,-0.9916985,1.445400191162705,310.0
299.0,97.2,89.0,3.0,3.0,-0.25944086129032257,1.2331947025759886,-1.905222,1.840492,-0.9661365,1.5207691744614809,310.0
99.0,98.7,90.3,0.0,0.0,0.5721577677419354,1.021062634264215,-1.517816,1.958565,1.1115605,1.0425689030905783,310.0
465.0,97.5,86.5,3.0,9.0,-0.22494427096774192,1.2593466938240014,-1.954727,1.894424,-0.9392575000000001,1.585954095245443,310.0
166.0,94.8,80.8,2.0,8.0,-0.19837149354838712,1.2803580653093147,-1.992861,1.935969,-0.9044380000000001,1.6393167754026112,310.0
466.0,96.2,84.7,3.0,8.0,-0.16113712580645162,1.3108948919272816,-2.045114,1.995016,-0.8874015,1.718445417681039,310.0
66.0,96.0,89.5,3.0,0.0,-0.10595489999999999,1.346700426443521,-1.977825,2.153947,-0.844159,1.8136020385831613,310.0
332.0,93.4,83.1,4.0,4.0,-0.06182574838709677,1.377463672377194,-1.924014,2.281043,-0.8364199999999999,1.897406168718866,310.0
232.0,100.0,91.1,3.0,2.0,-0.039802693548387086,1.3934816979712363,-1.897159,2.344472,-0.8303125,1.9417912425807997,310.0
99.0,89.0,80.0,2.0,0.0,0.10271615806451613,1.4998030397960187,-2.111809,2.877024,-0.6856815,2.249409158181378,310.0
399.0,98.9,87.7,4.0,10.0,-0.012974858064516145,1.4122118509916939,-1.938092,2.437318,-0.804341,1.9943423120813863,310.0
266.0,92.3,81.6,5.0,5.0,0.035971712903225816,1.4481596441848814,-2.015298,2.623502,-0.710786,2.0971663550456823,310.0
266.0,102.5,90.8,2.0,3.0,0.06264796774193547,1.4684361848120975,-2.055649,2.724903,-0.6921075,2.1563048288655087,310.0
266.0,95.9,84.1,1.0,2.0,0.08489321612903225,1.4855669742678617,-2.086828,2.809358,-0.6898815,2.2069092350353694,310.0
498.0,82.4,76.1,5.0,12.0,0.10271615806451613,1.4998030397960187,-2.111809,2.877024,-0.6856815,2.249409158181378,310.0
299.0,89.3,79.2,25.0,12.0,0.10271615806451613,1.4998030397960187,-2.111809,2.877024,-0.6856815,2.249409158181378,310.0
465.0,98.2,89.6,14.0,10.0,0.10271615806451613,1.4998030397960187,-2.111809,2.877024,-0.6856815,2.249409158181378,310.0
332.0,84.7,76.0,15.0,10.0,0.10271615806451613,1.4998030397960187,-2.111809,2.877024,-0.6856815,2.249409158181378,310.0
332.0,83.4,74.3,3.0,4.0,0.10271615806451613,1.4998030397960187,-2.111809,2.877024,-0.6856815,2.249409158181378,310.0
166.0,88.8,80.4,1.0,2.0,0.10271615806451613,1.4998030397960187,-2.111809,2.877024,-0.6856815,2.249409158181378,310.0
299.0,83.4,73.7,3.0,4.0,0.5100377838709677,0.9800702073012448,-1.424376,1.752054,1.0793080000000002,0.960537611239505,310.0
166.0,95.0,84.6,4.0,8.0,0.10271615806451613,1.4998030397960187,-2.111809,2.877024,-0.6856815,2.249409158181378,310.0
399.0,95.2,81.5,3.0,13.0,0.10271615806451613,1.4998030397960187,-2.111809,2.877024,-0.6856815,2.249409158181378,310.0
232.0,89.1,78.1,8.0,2.0,0.10271615806451613,1.4998030397960187,-2.111809,2.877024,-0.6856815,2.249409158181378,310.0
66.0,95.0,82.0,0.0,0.0,0.10271615806451613,1.4998030397960187,-2.111809,2.877024,-0.6856815,2.249409158181378,310.0
432.0,77.7,71.5,8.0,4.0,0.10271615806451613,1.4998030397960187,-2.111809,2.877024,-0.6856815,2.249409158181378,310.0
233.0,91.6,75.6,4.0,6.0,0.10271615806451613,1.4998030397960187,-2.111809,2.877024,-0.6856815,2.249409158181378,310.0
133.0,91.3,81.3,2.0,3.0,0.10271615806451613,1.4998030397960187,-2.111809,2.877024,-0.6856815,2.249409158181378,310.0
99.0,91.3,82.3,1.0,3.0,0.10271615806451613,1.4998030397960187,-2.111809,2.877024,-0.6856815,2.249409158181378,310.0
295.0,91.0,80.0,3.0,12.0,0.10271615806451613,1.4998030397960187,-2.111809,2.877024,-0.6856815,2.249409158181378,310.0
133.0,82.3,72.8,1.0,1.0,0.10271615806451613,1.4998030397960187,-2.111809,2.877024,-0.6856815,2.249409158181378,310.0
266.0,84.4,76.0,4.0,8.0,0.10271615806451613,1.4998030397960187,-2.111809,2.877024,-0.6856815,2.249409158181378,310.0
299.0,85.9,74.0,5.0,5.0,0.48969312903225803,0.9686626050935762,-1.399966,1.643865,1.0697495,0.9383072425066735,310.0
233.0,87.6,76.0,5.0,5.0,0.10271615806451613,1.4998030397960187,-2.111809,2.877024,-0.6856815,2.249409158181378,310.0
199.0,84.0,76.3,3.0,3.0,0.10271615806451613,1.4998030397960187,-2.111809,2.877024,-0.6856815,2.249409158181378,310.0
199.0,92.3,77.8,6.0,10.0,0.10271615806451613,1.4998030397960187,-2.111809,2.877024,-0.6856815,2.249409158181378,310.0
499.0,84.3,73.4,8.0,19.0,0.10271615806451613,1.4998030397960187,-2.111809,2.877024,-0.6856815,2.249409158181378,310.0
366.0,93.7,78.5,2.0,11.0,0.10271615806451613,1.4998030397960187,-2.111809,2.877024,-0.6856815,2.249409158181378,310.0
499.0,93.4,82.5,9.0,8.0,0.10271615806451613,1.4998030397960187,-2.111809,2.877024,-0.6856815,2.249409158181378,310.0
166.0,84.8,74.4,3.0,3.0,0.10271615806451613,1.4998030397960187,-2.111809,2.877024,-0.6856815,2.249409158181378,310.0
166.0,85.0,79.0,2.0,3.0,0.10271615806451613,1.4998030397960187,-2.111809,2.877024,-0.6856815,2.249409158181378,310.0
232.0,83.0,78.4,6.0,4.0,0.10271615806451613,1.4998030397960187,-2.111809,2.877024,-0.6856815,2.249409158181378,310.0
133.0,87.5,76.5,4.0,4.0,0.10271615806451613,1.4998030397960187,-2.111809,2.877024,-0.6856815,2.249409158181378,310.0
332.0,87.7,77.0,4.0,4.0,0.10271615806451613,1.4998030397960187,-2.111809,2.877024,-0.6856815,2.249409158181378,310.0
333.0,90.0,78.8,4.0,2.0,0.46916958064516123,0.9569427207781637,-1.437131,1.581939,1.055011,0.9157393708503144,310.0
166.0,94.8,84.6,1.0,5.0,0.10271615806451613,1.4998030397960187,-2.111809,2.877024,-0.6856815,2.249409158181378,310.0
168.0,95.4,85.6,1.0,1.0,0.10271615806451613,1.4998030397960187,-2.111809,2.877024,-0.6856815,2.249409158181378,310.0
165.0,90.0,77.4,6.0,7.0,0.10271615806451613,1.4998030397960187,-2.111809,2.877024,-0.6856815,2.249409158181378,310.0
99.0,92.3,80.0,1.0,2.0,0.10271615806451613,1.4998030397960187,-2.111809,2.877024,-0.6856815,2.249409158181378,310.0
266.0,92.4,82.5,5.0,11.0,0.10271615806451613,1.4998030397960187,-2.111809,2.877024,-0.6856815,2.249409158181378,310.0
266.0,87.3,77.9,4.0,7.0,0.10271615806451613,1.4998030397960187,-2.111809,2.877024,-0.6856815,2.249409158181378,310.0
100.0,87.0,80.7,1.0,2.0,0.10271615806451613,1.4998030397960187,-2.111809,2.877024,-0.6856815,2.249409158181378,310.0
332.0,91.2,75.7,6.0,5.0,0.10271615806451613,1.4998030397960187,-2.111809,2.877024,-0.6856815,2.249409158181378,310.0
266.0,89.9,78.3,6.0,6.0,0.10271615806451613,1.4998030397960187,-2.111809,2.877024,-0.6856815,2.249409158181378,310.0
102.0,88.0,76.3,3.0,0.0,0.10271615806451613,1.4998030397960187,-2.111809,2.877024,-0.6856815,2.249409158181378,310.0
199.0,92.0,80.7,4.0,4.0,0.10271615806451613,1.4998030397960187,-2.111809,2.877024,-0.6856815,2.249409158181378,310.0
266.0,87.5,78.5,3.0,2.0,0.45783509032258063,0.9495365687216893,-1.44521,1.556256,1.0538925,0.9016196953397595,310.0
201.0,89.8,77.7,5.0,2.0,0.10271615806451613,1.4998030397960187,-2.111809,2.877024,-0.6856815,2.249409158181378,310.0
598.0,97.0,74.5,14.0,14.0,0.10271615806451613,1.4998030397960187,-2.111809,2.877024,-0.6856815,2.249409158181378,310.0
332.0,95.1,85.1,2.0,3.0,0.10271615806451613,1.4998030397960187,-2.111809,2.877024,-0.6856815,2.249409158181378,310.0
166.0,93.2,77.4,5.0,7.0,0.10271615806451613,1.4998030397960187,-2.111809,2.877024,-0.6856815,2.249409158181378,310.0
166.0,92.6,74.6,2.0,2.0,0.10271615806451613,1.4998030397960187,-2.111809,2.877024,-0.6856815,2.249409158181378,310.0
232.0,93.4,82.0,5.0,5.0,0.10271615806451613,1.4998030397960187,-2.111809,2.877024,-0.6856815,2.249409158181378,310.0
133.0,90.0,78.8,1.0,1.0,0.10271615806451613,1.4998030397960187,-2.111809,2.877024,-0.6856815,2.249409158181378,310.0
432.0,89.9,76.9,6.0,4.0,0.10271615806451613,1.4998030397960187,-2.111809,2.877024,-0.6856815,2.249409158181378,310.0
233.0,86.1,76.4,5.0,12.0,0.10271615806451613,1.4998030397960187,-2.111809,2.877024,-0.6856815,2.249409158181378,310.0
100.0,89.3,79.7,2.0,2.0,0.10271615806451613,1.4998030397960187,-2.111809,2.877024,-0.6856815,2.249409158181378,310.0
66.0,93.5,84.0,0.0,3.0,0.10271615806451613,1.4998030397960187,-2.111809,2.877024,-0.6856815,2.249409158181378,310.0
266.0,98.1,80.5,5.0,6.0,0.43345616129032266,0.9347743973868774,-1.462587,1.501015,1.029933,0.8738031740099999,310.0
232.0,101.0,87.0,1.0,5.0,0.10271615806451613,1.4998030397960187,-2.111809,2.877024,-0.6856815,2.249409158181378,310.0
99.0,92.3,80.7,0.0,1.0,0.10271615806451613,1.4998030397960187,-2.111809,2.877024,-0.6856815,2.249409158181378,310.0
266.0,98.9,86.6,3.0,6.0,0.10271615806451613,1.4998030397960187,-2.111809,2.877024,-0.6856815,2.249409158181378,310.0
99.0,99.0,87.0,2.0,1.0,0.10271615806451613,1.4998030397960187,-2.111809,2.877024,-0.6856815,2.249409158181378,310.0
399.0,83.0,74.3,4.0,6.0,0.10271615806451613,1.4998030397960187,-2.111809,2.877024,-0.6856815,2.249409158181378,310.0
233.0,81.0,73.1,4.0,2.0,0.10271615806451613,1.4998030397960187,-2.111809,2.877024,-0.6856815,2.249409158181378,310.0
232.0,80.6,72.0,7.0,3.0,0.10271615806451613,1.4998030397960187,-2.111809,2.877024,-0.6856815,2.249409158181378,310.0
265.0,85.6,79.9,3.0,8.0,0.10271615806451613,1.4998030397960187,-2.111809,2.877024,-0.6856815,2.249409158181378,310.0
99.0,81.3,75.3,0.0,0.0,0.10271615806451613,1.4998030397960187,-2.111809,2.877024,-0.6856815,2.249409158181378,310.0
266.0,88.9,77.8,4.0,1.0,0.10271615806451613,1.4998030397960187,-2.111809,2.877024,-0.6856815,2.249409158181378,310.0
232.0,89.6,79.9,3.0,1.0,0.10271615806451613,1.4998030397960187,-2.111809,2.877024,-0.6856815,2.249409158181378,310.0
164.0,100.6,84.6,7.0,1.0,0.10271615806451613,1.4998030397960187,-2.111809,2.877024,-0.6856815,2.249409158181378,310.0
199.0,82.2,74.5,3.0,5.0,0.4106895032258065,0.9224821921365649,-1.478816,1.449428,0.9888319999999999,0.8509733948090823,310.0
133.0,94.5,82.0,3.0,2.0,0.10271615806451613,1.4998030397960187,-2.111809,2.877024,-0.6856815,2.249409158181378,310.0
332.0,85.4,77.2,3.0,13.0,0.10271615806451613,1.4998030397960187,-2.111809,2.877024,-0.6856815,2.249409158181378,310.0
332.0,83.8,76.2,3.0,2.0,0.10271615806451613,1.4998030397960187,-2.111809,2.877024,-0.6856815,2.249409158181378,310.0
199.0,89.7,76.7,6.0,4.0,0.10271615806451613,1.4998030397960187,-2.111809,2.877024,-0.6856815,2.249409158181378,310.0
66.0,87.0,78.0,5.0,1.0,0.10271615806451613,1.4998030397960187,-2.111809,2.877024,-0.6856815,2.249409158181378,310.0
366.0,88.9,79.8,6.0,3.0,0.10271615806451613,1.4998030397960187,-2.111809,2.877024,-0.6856815,2.249409158181378,310.0
438.0,81.0,73.2,5.0,11.0,0.10271615806451613,1.4998030397960187,-2.111809,2.877024,-0.6856815,2.249409158181378,310.0
132.0,86.5,78.0,2.0,2.0,0.10271615806451613,1.4998030397960187,-2.111809,2.877024,-0.6856815,2.249409158181378,310.0
532.0,90.9,71.9,6.0,6.0,0.10271615806451613,1.4998030397960187,-2.111809,2.877024,-0.6856815,2.249409158181378,310.0
